Customer ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Customer Status,City,Zip Code,Latitude,Longitude,NPS_baseline,NPS_enrichi,NPS_enrichi_v2,NPS_label
4673-KKSLS,No,0,31,,Yes,40.92,No,Yes,Fiber Optic,20,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,87.6,2724.25,0.0,70,1268.52,4062.77,4,No,0,48,5094,,,Stayed,Oakland,94605,37.758019,-122.138678,Passif,Passif,Passif,Passif
4853-OITSN,Yes,8,5,Offer E,Yes,15.74,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,413.25,0.0,0,78.7,491.95,3,No,0,27,2576,,,Stayed,Oakland,94606,37.792489,-122.244314,Detracteur,Detracteur,Detracteur,Detracteur
9800-OUIGR,Yes,4,66,,Yes,7.83,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,1374.2,0.0,0,516.78,1890.98,3,No,0,74,5011,,,Stayed,Oakland,94607,37.80707,-122.297401,Detracteur,Passif,Passif,Passif
2324-EFHVG,No,0,64,,Yes,45.82,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.4,6692.65,0.0,0,2932.48,9625.13,4,No,0,38,5617,,,Stayed,Oakland,94609,37.834341,-122.26437,Passif,Passif,Passif,Passif
7094-MSZAO,Yes,7,10,,Yes,13.83,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.05,218.5,0.0,0,138.3,356.8,4,No,0,23,2049,,,Stayed,Oakland,94610,37.808731,-122.238708,Passif,Promoteur,Promoteur,Promoteur
6907-CQGPN,No,0,29,,No,0.0,No,Yes,DSL,27,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,34.3,1004.75,0.0,0,0.0,1004.75,5,No,0,65,2555,,,Stayed,Oakland,94612,37.809014,-122.269739,Promoteur,Promoteur,Promoteur,Promoteur
0780-XNZFN,No,0,57,,Yes,1.69,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.65,1125.6,0.0,0,96.33,1221.9299999999998,5,No,0,49,4193,,,Stayed,Oakland,94618,37.84551,-122.235181,Promoteur,Promoteur,Promoteur,Promoteur
0239-OXEXL,No,0,46,,Yes,43.27,Yes,Yes,Fiber Optic,21,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,3847.6,0.0,100,1990.42,5938.02,4,No,0,49,3509,,,Stayed,Oakland,94619,37.787186,-122.14633,Passif,Passif,Passif,Passif
2675-IJRGJ,No,0,53,,Yes,23.17,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.65,978.0,0.0,0,1228.01,2206.01,3,No,0,68,5878,,,Stayed,Oakland,94621,37.750553,-122.197175,Detracteur,Passif,Detracteur,Detracteur
7049-GKVZY,No,0,17,,Yes,12.69,No,Yes,Cable,22,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,79.85,1387.35,0.0,0,215.73,1603.08,3,No,0,42,5574,,,Stayed,Berkeley,94702,37.866009,-122.286228,Detracteur,Passif,Passif,Passif
8577-QSOCG,Yes,9,38,,Yes,26.84,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.2,746.05,0.0,0,1019.92,1765.9699999999998,4,No,0,63,2631,,,Stayed,Berkeley,94703,37.863843,-122.275684,Passif,Promoteur,Promoteur,Promoteur
3721-CNZHX,No,0,15,,Yes,5.54,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,304.6,0.0,0,83.1,387.70000000000005,4,No,0,28,5753,,,Stayed,Berkeley,94704,37.871416,-122.246597,Passif,Passif,Passif,Passif
0212-ISBBF,No,0,22,,No,0.0,No,Yes,Cable,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,0.0,0,0.0,1098.85,3,No,0,73,2875,,,Stayed,Berkeley,94705,37.858898,-122.240512,Detracteur,Passif,Passif,Passif
3585-YNADK,Yes,2,57,,Yes,6.63,Yes,Yes,Cable,27,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,74.6,4368.95,0.0,0,377.90999999999997,4746.86,4,No,0,76,4546,,,Stayed,Berkeley,94707,37.897753,-122.279391,Passif,Promoteur,Promoteur,Promoteur
1099-GODLO,Yes,9,1,,Yes,30.09,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.35,20.35,0.0,0,30.09,50.44,5,No,0,38,4836,,,Joined,Berkeley,94709,37.878554,-122.26609,Promoteur,Promoteur,Promoteur,Promoteur
6828-HMKWP,Yes,3,12,,Yes,49.7,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.05,262.05,0.0,0,596.4000000000001,858.45,4,No,0,25,4843,,,Stayed,Berkeley,94710,37.872902,-122.303708,Passif,Promoteur,Promoteur,Promoteur
1472-TNCWL,No,0,36,,Yes,21.3,No,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,3512.5,0.0,0,766.8000000000001,4279.3,3,No,0,76,4671,,,Stayed,El Sobrante,94803,37.963995,-122.288296,Detracteur,Passif,Passif,Passif
2080-GKCWQ,No,0,2,,Yes,3.76,No,Yes,Fiber Optic,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,151.75,0.0,0,7.52,159.27,4,No,0,76,3969,,,Joined,San Pablo,94806,37.980269,-122.342635,Passif,Passif,Passif,Passif
2193-SFWQW,Yes,9,72,,Yes,24.08,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,111.95,8033.1,0.0,0,1733.7599999999998,9766.86,3,No,0,25,4004,,,Stayed,San Rafael,94903,38.018065,-122.546024,Detracteur,Passif,Passif,Passif
5656-JAMLX,No,0,62,,Yes,14.17,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1253.65,0.0,0,878.54,2132.19,5,No,0,45,4278,,,Stayed,Greenbrae,94904,37.946617,-122.563571,Promoteur,Promoteur,Promoteur,Promoteur
3462-BJQQA,No,0,6,,Yes,34.42,Yes,Yes,Fiber Optic,42,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.75,552.65,0.0,60,206.52,819.17,5,No,0,63,2370,,,Stayed,Belvedere Tiburon,94920,37.885629,-122.46858,Promoteur,Promoteur,Promoteur,Promoteur
0442-TDYUO,Yes,4,48,,Yes,33.06,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.05,1036.0,0.0,0,1586.88,2622.88,3,No,0,28,2964,,,Stayed,Bodega,94922,38.343282,-122.9755,Detracteur,Passif,Passif,Passif
6733-LRIZX,No,0,35,,Yes,20.07,Yes,Yes,Fiber Optic,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.95,4025.5,0.0,0,702.45,4727.95,3,No,0,32,5903,,,Stayed,Bodega Bay,94923,38.377165,-123.037957,Detracteur,Passif,Passif,Passif
9503-XJUME,No,0,52,,Yes,22.65,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,928.4,0.0,0,1177.8,2106.2,4,No,0,34,4279,,,Stayed,Bolinas,94924,37.943087,-122.72379,Passif,Passif,Passif,Passif
4367-NHWMM,No,0,1,,No,0.0,No,Yes,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.9,24.9,0.0,0,0.0,24.9,4,No,0,61,5318,,,Joined,Corte Madera,94925,37.924014,-122.511694,Passif,Passif,Passif,Passif
3779-OSWCF,Yes,8,71,,Yes,12.12,Yes,Yes,Cable,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,93.2,6506.15,0.0,0,860.52,7366.67,3,No,0,69,4493,,,Stayed,Dillon Beach,94929,38.24458,-122.956268,Detracteur,Passif,Passif,Passif
6736-DHUQI,Yes,5,67,,Yes,3.47,No,Yes,Fiber Optic,21,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,84.8,5598.3,0.0,0,232.49,5830.79,4,No,0,66,6072,,,Stayed,Fairfax,94930,37.971751,-122.611873,Passif,Promoteur,Promoteur,Promoteur
1360-RCYRT,Yes,2,23,Offer D,No,0.0,No,Yes,DSL,19,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.35,678.75,0.0,0,0.0,678.75,4,No,0,62,4960,,,Stayed,Forest Knolls,94933,38.010092,-122.689442,Passif,Promoteur,Promoteur,Promoteur
2724-FJDYW,No,0,39,,No,0.0,No,Yes,DSL,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.85,2191.7,0.0,0,0.0,2191.7,4,No,0,72,3884,,,Stayed,Inverness,94937,38.099323,-122.945723,Passif,Passif,Passif,Passif
4451-RWASJ,Yes,9,15,Offer D,Yes,49.36,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.5,239.75,0.0,0,740.4,980.15,4,No,0,59,5471,,,Stayed,Lagunitas,94938,38.021772,-122.691744,Passif,Promoteur,Promoteur,Promoteur
3460-TJBWI,Yes,1,24,,Yes,7.37,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.2,609.05,0.0,0,176.88,785.93,5,No,0,46,5865,,,Stayed,Marshall,94940,38.129308,-122.834815,Promoteur,Promoteur,Promoteur,Promoteur
5917-HBSDW,Yes,1,37,,Yes,2.68,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.35,683.75,0.0,0,99.16000000000001,782.91,5,No,0,31,2360,,,Stayed,Mill Valley,94941,37.901371,-122.572024,Promoteur,Promoteur,Promoteur,Promoteur
0956-ACVZC,No,0,54,,Yes,48.97,No,Yes,Fiber Optic,42,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,94.1,5060.9,0.0,140,2644.38,7845.28,3,No,0,70,4084,,,Stayed,Novato,94947,38.112166,-122.634384,Detracteur,Passif,Passif,Passif
2325-NBPZG,No,0,3,,Yes,10.1,No,Yes,Fiber Optic,73,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,233.65,0.0,0,30.299999999999997,263.95,3,No,0,58,5125,,,Joined,Novato,94949,38.067204,-122.524004,Detracteur,Detracteur,Detracteur,Detracteur
4482-FTFFX,No,0,5,,Yes,26.86,No,Yes,DSL,71,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.15,291.45,0.0,0,134.3,425.75,4,No,0,78,5232,,,Stayed,Penngrove,94951,38.325599,-122.642352,Passif,Passif,Passif,Passif
8859-DZTGQ,No,0,33,,Yes,14.48,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.35,689.75,0.0,0,477.84000000000003,1167.5900000000001,3,No,0,71,2507,,,Stayed,Petaluma,94952,38.237018,-122.77872,Detracteur,Passif,Detracteur,Detracteur
0440-MOGPM,No,0,41,,Yes,6.16,Yes,Yes,DSL,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.55,3263.9,0.0,0,252.56,3516.46,3,No,0,29,4176,,,Stayed,Petaluma,94954,38.235021,-122.557332,Detracteur,Passif,Detracteur,Detracteur
0020-JDNXP,No,0,34,,No,0.0,No,Yes,DSL,20,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,61.25,1993.2,0.0,0,0.0,1993.2,4,No,0,37,3607,,,Stayed,Point Reyes Station,94956,38.060264,-122.830646,Passif,Passif,Passif,Passif
3752-CQSJI,Yes,1,13,Offer D,Yes,16.4,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,254.5,0.0,0,213.2,467.7,3,No,0,25,5417,,,Stayed,San Anselmo,94960,37.99272,-122.575026,Detracteur,Passif,Passif,Passif
5025-GOOKI,No,0,20,Offer D,Yes,33.86,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,18.9,347.65,0.0,0,677.2,1024.85,5,No,0,51,4277,,,Stayed,San Geronimo,94963,38.00474,-122.663717,Promoteur,Promoteur,Promoteur,Promoteur
2887-JPYLU,No,0,41,,Yes,38.94,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.2,1841.9,0.0,0,1596.54,3438.44,5,No,0,42,4418,,,Stayed,Stinson Beach,94970,37.921137,-122.657562,Promoteur,Promoteur,Promoteur,Promoteur
4770-QAZXN,No,0,13,Offer D,Yes,46.3,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,232.1,0.0,0,601.9,834.0,5,No,0,54,2783,,,Stayed,Tomales,94971,38.240769,-122.901041,Promoteur,Promoteur,Promoteur,Promoteur
4896-CPRPF,Yes,1,35,,Yes,13.67,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.45,809.25,0.0,0,478.45,1287.7,4,No,0,36,4873,,,Stayed,Valley Ford,94972,38.339996,-122.935056,Passif,Promoteur,Promoteur,Promoteur
9714-EDSUC,No,0,4,,Yes,11.5,No,Yes,Fiber Optic,41,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.9,360.55,0.0,0,46.0,406.55,4,No,0,22,3094,,,Stayed,Alviso,95002,37.449537,-121.994813,Passif,Passif,Passif,Passif
7353-YOWFP,No,0,7,,Yes,39.59,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,129.15,0.0,0,277.13,406.28,5,No,0,54,4208,,,Stayed,Brookdale,95007,37.106902,-122.100006,Promoteur,Promoteur,Promoteur,Promoteur
8008-ESFLK,Yes,1,53,,Yes,6.68,No,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,110.5,5835.5,0.0,0,354.03999999999996,6189.54,3,No,0,59,4135,,,Stayed,Capitola,95010,36.977025,-121.952864,Detracteur,Passif,Passif,Passif
3363-EWLGO,No,0,5,,Yes,34.8,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,109.6,0.0,0,174.0,283.6,3,No,0,67,5252,,,Stayed,Freedom,95019,36.936228,-121.785559,Detracteur,Detracteur,Detracteur,Detracteur
1689-YQBYY,No,0,12,Offer D,Yes,26.13,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.6,893.0,0.0,0,313.56,1206.56,3,No,0,61,3280,,,Stayed,Los Gatos,95030,37.222842,-121.988727,Detracteur,Passif,Passif,Passif
4487-ZYJZK,Yes,1,38,,Yes,36.72,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,763.1,0.0,0,1395.36,2158.46,3,No,0,53,4623,,,Stayed,Los Gatos,95032,37.233034,-121.947427,Detracteur,Passif,Passif,Passif
2959-FENLU,No,0,9,,Yes,48.38,No,Yes,Fiber Optic,8,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,85.3,781.4,0.0,10,435.42,1226.82,5,No,0,28,5850,,,Stayed,Los Gatos,95033,37.160194,-121.945611,Promoteur,Promoteur,Promoteur,Promoteur
0708-LGSMF,Yes,1,13,Offer D,Yes,14.32,Yes,Yes,DSL,4,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.85,902.25,0.0,0,186.16,1088.41,3,No,0,44,2731,,,Stayed,Milpitas,95035,37.441931,-121.878502,Detracteur,Passif,Passif,Passif
7634-HLQJR,Yes,1,47,,Yes,1.44,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,1016.7,0.0,0,67.67999999999999,1084.38,5,No,0,35,3260,,,Stayed,Moss Landing,95039,36.863303,-121.781632,Promoteur,Promoteur,Promoteur,Promoteur
0487-RPVUM,Yes,1,61,,Yes,15.15,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,99.4,5943.65,0.0,0,924.15,6867.799999999999,4,No,0,44,5404,,,Stayed,Mount Hermon,95041,37.051166,-122.056194,Passif,Promoteur,Promoteur,Promoteur
4079-ULGFR,No,0,16,Offer D,Yes,4.13,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.0,275.7,0.0,0,66.08,341.78,3,No,0,75,3705,,,Stayed,Paicines,95043,36.525703,-120.952122,Detracteur,Passif,Passif,Passif
2516-XSJKX,Yes,1,41,,Yes,32.29,No,Yes,DSL,69,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78.45,3126.45,0.0,0,1323.8899999999999,4450.34,3,No,0,27,5468,,,Stayed,San Juan Bautista,95045,36.810568,-121.503022,Detracteur,Passif,Passif,Passif
0057-QBUQH,No,0,43,,Yes,30.64,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.1,1070.15,0.0,0,1317.52,2387.67,4,No,0,59,4797,,,Stayed,San Martin,95046,37.084697,-121.606417,Passif,Passif,Passif,Passif
6599-SFQVE,No,0,6,,Yes,37.57,No,Yes,Cable,58,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.0,340.4,0.0,0,225.42000000000002,565.8199999999999,5,No,0,21,2629,,,Stayed,Santa Clara,95051,37.348129,-121.98469,Promoteur,Promoteur,Promoteur,Promoteur
8331-ZXFOE,No,0,58,,Yes,42.33,Yes,Yes,Cable,7,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,71.1,4299.2,0.0,0,2455.14,6754.34,3,No,0,42,5395,,,Stayed,Santa Clara,95054,37.393554,-121.965114,Detracteur,Passif,Passif,Passif
4003-FUSHP,No,0,19,Offer D,Yes,46.49,No,Yes,Cable,8,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,61.55,1093.2,0.0,0,883.3100000000001,1976.5100000000002,3,No,0,60,5831,,,Stayed,Santa Cruz,95060,36.993451,-122.098858,Detracteur,Passif,Detracteur,Detracteur
0356-ERHVT,Yes,1,11,Offer D,Yes,12.95,No,Yes,Cable,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.9,521.9,0.0,0,142.45,664.3499999999999,5,No,0,41,3880,,,Stayed,Santa Cruz,95062,36.974575,-121.991149,Promoteur,Promoteur,Promoteur,Promoteur
7325-ENZFI,No,0,39,,No,0.0,No,Yes,DSL,19,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,40.3,1630.4,0.0,0,0.0,1630.4,3,No,0,77,3424,,,Stayed,Santa Cruz,95064,37.007882,-122.065975,Detracteur,Passif,Passif,Passif
3920-HIHMQ,No,0,26,,Yes,16.34,Yes,Yes,DSL,19,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.5,1265.65,0.0,150,424.84,1840.49,5,No,0,38,4196,,,Stayed,Scotts Valley,95066,37.070177,-122.010077,Promoteur,Promoteur,Promoteur,Promoteur
0613-WUXUM,Yes,1,70,,Yes,38.63,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.2,1401.4,0.0,0,2704.1000000000004,4105.5,3,No,0,53,5261,,,Stayed,Soquel,95073,37.023669,-121.946461,Detracteur,Passif,Passif,Passif
4458-KVRBJ,No,0,59,,Yes,25.89,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,1510.5,0.0,0,1527.51,3038.01,4,No,0,69,5537,,,Stayed,San Jose,95110,37.34667,-121.910019,Passif,Passif,Passif,Passif
1397-XKKWR,No,0,7,,No,0.0,No,Yes,DSL,14,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.3,264.8,0.0,0,0.0,264.8,4,No,0,39,3463,,,Stayed,San Jose,95112,37.343827,-121.883119,Passif,Passif,Passif,Passif
8097-OMULG,Yes,1,59,,Yes,15.94,No,Yes,DSL,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,76.75,4541.9,0.0,0,940.4599999999999,5482.36,4,No,0,24,5918,,,Stayed,San Jose,95116,37.350284,-121.852855,Passif,Promoteur,Promoteur,Promoteur
6013-BHCAW,Yes,1,61,,Yes,32.96,Yes,Yes,DSL,41,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,81.0,4976.15,0.0,0,2010.56,6986.709999999999,4,No,0,40,4151,,,Stayed,San Jose,95117,37.311088,-121.961786,Passif,Promoteur,Promoteur,Promoteur
0401-WDBXM,Yes,4,72,,Yes,8.33,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,105.55,7542.25,0.0,10,599.76,8152.01,3,No,0,62,4331,,,Stayed,San Jose,95118,37.255479,-121.889838,Detracteur,Passif,Passif,Passif
3387-PLKUI,Yes,6,13,Offer D,Yes,16.74,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.8,251.25,0.0,0,217.61999999999998,468.87,5,No,0,71,2333,,,Stayed,San Jose,95119,37.233226,-121.78809,Promoteur,Promoteur,Promoteur,Promoteur
6096-EGVTU,Yes,6,64,,Yes,19.23,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.9,1595.5,0.0,0,1230.72,2826.2200000000003,4,No,0,62,5038,,,Stayed,San Jose,95120,37.186141,-121.843554,Passif,Promoteur,Promoteur,Promoteur
5081-NWSUP,No,0,10,Offer D,Yes,37.45,No,Yes,DSL,5,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,64.9,685.55,0.0,0,374.5,1060.05,3,No,0,62,4883,,,Stayed,San Jose,95122,37.32886,-121.834567,Detracteur,Detracteur,Detracteur,Detracteur
2580-ATZSQ,No,0,65,Offer B,Yes,19.25,No,Yes,DSL,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,61.35,3874.1,0.0,0,1251.25,5125.35,3,No,0,36,6354,,,Stayed,San Jose,95123,37.238758,-121.828375,Detracteur,Passif,Passif,Passif
8085-MSNLK,Yes,3,62,Offer B,Yes,42.68,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.95,6891.4,0.0,0,2646.16,9537.56,3,No,0,71,6193,,,Stayed,San Jose,95124,37.257063,-121.923037,Detracteur,Passif,Detracteur,Detracteur
9691-HKOVS,Yes,8,55,Offer B,Yes,47.46,Yes,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.15,4916.95,0.0,0,2610.3,7527.25,3,No,0,77,4712,,,Stayed,San Jose,95125,37.294926,-121.894763,Detracteur,Passif,Passif,Passif
9881-VCZEP,Yes,8,25,,Yes,12.12,Yes,Yes,Cable,59,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.1,1373.0,0.0,110,303.0,1786.0,3,No,0,64,5701,,,Stayed,San Jose,95126,37.327069,-121.916819,Detracteur,Passif,Passif,Passif
8757-TFHHJ,No,0,1,,Yes,38.21,No,Yes,Cable,13,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.8,49.8,0.0,0,38.21,88.00999999999999,3,No,0,24,2978,,,Joined,San Jose,95128,37.316146,-121.936285,Detracteur,Detracteur,Detracteur,Detracteur
5119-KEPFY,Yes,3,36,,Yes,5.99,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.0,3440.25,0.0,0,215.64000000000001,3655.89,5,No,0,64,3057,,,Stayed,San Jose,95131,37.387027,-121.897775,Promoteur,Promoteur,Promoteur,Promoteur
0916-KNFAJ,Yes,1,61,Offer B,Yes,4.69,Yes,Yes,Cable,4,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,69.9,4226.7,0.0,0,286.09000000000003,4512.79,4,No,0,76,5117,,,Stayed,San Jose,95133,37.371862,-121.860349,Passif,Promoteur,Promoteur,Promoteur
8319-QBEHW,No,0,26,,No,0.0,No,Yes,Cable,58,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,39.95,1023.75,0.0,0,0.0,1023.75,4,No,0,74,2715,,,Stayed,San Jose,95134,37.42765,-121.945416,Passif,Passif,Passif,Passif
9625-QNLUX,Yes,2,68,,Yes,21.86,No,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,103.25,7074.4,0.0,0,1486.48,8560.88,4,No,0,22,4751,,,Stayed,San Jose,95138,37.246064,-121.749494,Passif,Promoteur,Promoteur,Promoteur
4024-CSNBY,Yes,8,72,,Yes,11.02,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,94.25,6849.75,0.0,100,793.4399999999999,7743.19,4,No,0,51,6295,,,Stayed,Mount Hamilton,95140,37.382909,-121.634151,Passif,Promoteur,Promoteur,Promoteur
7110-BDTWG,Yes,4,71,,No,0.0,No,Yes,Cable,6,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,47.05,3263.6,0.0,0,0.0,3263.6,4,No,0,76,6302,,,Stayed,San Jose,95148,37.339533,-121.777179,Passif,Promoteur,Promoteur,Promoteur
7493-GVFIO,No,0,57,Offer B,Yes,12.99,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,1252.85,0.0,0,740.4300000000001,1993.28,3,No,0,48,4565,,,Stayed,Stockton,95202,37.959706,-121.287669,Detracteur,Passif,Passif,Passif
0690-SRQID,No,0,4,Offer E,Yes,18.28,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.65,67.55,0.0,0,73.12,140.67000000000002,3,No,0,72,4925,,,Stayed,Stockton,95203,37.954089,-121.329761,Detracteur,Detracteur,Detracteur,Detracteur
9114-DPSIA,Yes,8,72,,Yes,2.73,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,81.0,5750.0,0.0,0,196.56,5946.56,3,No,0,77,4237,,,Stayed,Stockton,95205,37.965695,-121.260051,Detracteur,Passif,Passif,Passif
